imagen,tipo,clase_real,clase_pred,conf,iou,critico
20250620_1946_Paquetes-Mal-Empaquetados_remix_01jy772jjsf7j96xekcnbp3r35_png.rf.7e20af34943191e460fa2d5bea7c3559.jpg,FANTASMA,-,paquete_emb_incorrect_dim_correct,0.536,0.0,False
20250620_1946_Paquetes-Mal-Empaquetados_remix_01jy772jjsf7j96xekcnbp3r35_png.rf.7e20af34943191e460fa2d5bea7c3559.jpg,FANTASMA,-,paquete_emb_incorrect_dim_correct,0.331,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,FANTASMA,-,palet_bueno,0.556,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.533,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,FANTASMA,-,palet_bueno,0.345,0.0,False
20250620_2129_Almacen-de-Carga-Optima_simple_compose_01jy7cze9hfkevj73y1dntrdk5_png.rf.1bb747aefedb7bb05db263f17807cb70.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.297,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,palet_bueno,0.669,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.668,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.65,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.584,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,palet_bueno,0.556,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,palet_bueno,0.545,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.534,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.519,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.43,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,palet_bueno,0.412,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,palet_bueno,0.326,0.0,False
20250620_2135_Palets-Centrados-en-Almacen_remix_01jy7d9nwyegrtd978h93ysyhb_png.rf.736c58bb551e0763b374b786cf261b5e.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.3,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2138_Almacen-de-Cajas_remix_01jy7dfw58eajvh1eps44f0kcx_png.rf.197b3e7bc9042af8078c2d959d358bbb.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.583,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,CONFUSION,paquete_emb_correct_dim_incorrect,paquete_emb_correct_dim_correct,0.815,0.891,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.7,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.683,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.628,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.62,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.618,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.606,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.601,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.598,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.58,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.529,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.487,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.453,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.39,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.376,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.374,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.339,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.311,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.298,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.293,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.286,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.278,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.277,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.267,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,palet_bueno,0.262,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavtftcst89spsg044pb_png.rf.13840d6d4f6e4cd5ef5943200597a424.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.251,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,CONFUSION,paquete_emb_correct_dim_incorrect,paquete_emb_correct_dim_correct,0.59,0.963,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,CONFUSION,paquete_emb_correct_dim_incorrect,paquete_emb_correct_dim_correct,0.91,0.89,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,CONFUSION,palet_roto,palet_bueno,0.931,0.866,True
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,NO_DETECTADO,paquete_emb_correct_dim_correct,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,NO_DETECTADO,palet_bueno,-,,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.773,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.747,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.731,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.683,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,palet_bueno,0.673,0.0,False
20250620_2204_Paquetes-con-Dimensiones-Irreales_remix_01jy7ezavveerb1edetmshfkk8_png.rf.8fe537bbdafd92605eb6fd6a196167b6.jpg,FANTASMA,-,paquete_emb_correct_dim_correct,0.647,0.0,False
